Ref,Val,Package,PosX,PosY,Rot,Side
"C29","100n","C_0402",173.900000,-93.350000,315.000000,bottom
"J2","Micro_SD_Card","SUNTECH_ST-TF-003A",176.500000,-59.000000,0.000000,bottom
"J10","FH26W-33S-0.3SHW","Molex_502250-3391_2Rows-33Pins-1MP_P0.60mm_Horizontal",179.700000,-142.700000,90.000000,bottom
"SW1","CONFIG","SW_SPST_EVQP7C",157.550000,-51.550000,0.000000,bottom
